Hanzi	Keyword	Traditional	Strokes	Number	Lesson	Pinyin	Notes	Frequency	No Frequent	Pinyin2	Meaning						
杰	outstanding	傑		1570	10	Jié			1129	jie2	hero/heroic						
桐	paulownia	桐		1571	10	Tóng			2712	tong2	Aleurites cordata						
宋	Song Dynasty	宋		1572	10	Sòng			990	song4	(surname)/name of a dynasty						
桂	cassia-bark tree	桂		1573	10	Guì			1930	gui4	Cinnamonum cassia						
淋	drench	淋		1574	10	Lín			2168	lin4/lin2	diseases of the bladder/to drain/to drip						
焚	burn	焚		1575	10	Fén			2498	fen2	burn						
厢	side room	廂		1576	10	Xiāng			2467	xiang1	box (in theater)/side room						
昧	obscure	昧		1577	10	Mèi			2376	mei4	conceal/dark						
朱	vermillion	朱		1578	10	Zhū			1120	zhu1	(surname)/vermilion, vermilion						
株	tree trunk	株		1579	10	Zhū			2482	zhu1	(a measure word, use with plants)/trunk of tree						
萌	bud	萌		1580	10	Méng			2879	meng2	people/sprout						
苟	careless	苟		1581	10	Gǒu			2886	gou3	(surname)/if indeed/thoughtless						
苛	exacting	苛		1582	10	Kē			3095	ke1	severe/exacting						
萝	edible root	蘿		1583	10	Luó			2745	luo2	radish						
膜	membrane	膜		1584	10	Mó			1945	mo2	"(n) membrane; film"						
暮	sunset	暮		1585	10	Mù			2768	mu4	evening/sunset						
寞	solitary	寞		1586	10	Mò			2601	mo4	lonesome						
晕	dizzy	暈		1634	10	Yūn			2215	yun1/yun4	confused/dizzy/giddy/faint/swoon/lose consciousness/pass out, dizzy/ring around moon or sun						
兆	Portent		6	237	11	zhào		0,00268935	2246	zhao4	omen/million/million million, trillion						
桃	Peach		10	238	11	táo		0,004464507	1839	tao2	peach						
犬	Pooch		4	239	11	quǎn		0,00157206	2649	quan3	dog						
尤	Remarkable		4	240	11	yóu		0,013388869	1099	you2	outstanding/particularly/especially						
厌	Detest		6	241	11	{yàn,yā,yān}		0,005878948	1633	yan4	loathe						
状	State of affairs		6	242	11	zhuàng		0,033330057	624	zhuang4	accusation/suit/state/condition/strong/great						
妆	Put on makeup		6	243	11	zhuāng		0,001593249	2639	zhuang1	adornment/adorn						
将	General (military rank)		9	244	11	{jiāng,jiàng,qiāng}		0,152754451	132	jiang1/jiang4	"(will, shall, ""future tense"")/ready/prepared/to get/to use, a general"						
获	Seize		13	245	11	huò		0,028456257	688	huo4	to catch/to obtain/to capture, reap/harvest						
默	Silent		16	246	11	mò		0,01521002	1031	mo4	silent/write from memory						
然	Sort of thing		12	247	11	rán		0,26409064	55	ran2	correct/right/so/thus/like this/-ly						
哭	Cry		10	248	11	kū		0,01108194	1210	ku1	to cry/to weep						
器	Utensil		16	249	11	qì		0,04932404	441	qi4	device/tool/utensil						
臭	Stinking		10	250	11	{chòu,xiù}		0,003186497	2105	chou4/xiu4	stench/stink/smelly/to smell (bad), sense of smell/smell bad						
狗	Dog		8	251	11	gǒu		0,009866979	1281	gou3	dog						
牛	Cow		4	252	11	niú		0,015527843	1018	niu2	ox/cow/bull						
特	Special		10	253	11	tè		0,123558675	173	te2/te4	special/unusual/extraordinary, male animal/special (-ly)						
告	Declare		7	254	11	gào		0,071463632	310	gao4	to tell/to inform/to say						
浩	Vast		10	255	11	{hào,gé,gǎo}		0,004334277	1864	hao4	grand/vast (water)						
先	Before		6	256	11	xiān		0,108849419	188	xian1	early/prior/former/in advance/first						
洗	Wash		9	257	11	{xǐ,xiǎn}		0,010454047	1247	xi3	to wash/to bathe						
猫	cat	貓		1587	11	Māo			1673	mao1	cat/pussy						
狭	narrow	狹		1588	11	Xiá			2018	xia2	narrow/narrow-minded						
狸	raccoon dog	狸		1589	11	Lí			2738	li2	(dog)/wild cat						
犹	just like	猶		1590	11	Yóu			1230	you2	Jew/as if/still/to scheme						
燃	ignite	燃		1591	11	Rán			1553	ran2	burn/combustion						
咒	curse	咒		1592	11	Zhòu			2286	zhou4	put a curse on						
嗅	sniff	嗅		1593	11	Xiù			2703	xiu4	sense of smell						
牢	jail	牢		1594	11	Láo			1696	lao2	firm/fast						
牡	dude	牡		1595	11	Mǔ			3001	mu3	male						
宪	constitution	憲		1596	11	Xiàn			1484	xian4	statute/constitution						
赞	succor	贊		1597	11	Zàn			1179	zan4	to praise, to patronize/to support/to praise						
个	Individual		3	258	12	{gè,gě}		0,619925112	12	ge4	(a measure word)/individual						
介	Introduce		4	259	12	jiè		0,021575263	831	jie4	introduce/lie between/between						
界	World		9	260	12	jiè		0,076710552	288	jie4	boundary/scope/extent/circles/group/kingdom (taxonomy)						
茶	Tea		12	261	12	chá		0,010027699	1272	cha2	tea/tea plant						
合	Fit		6	262	12	{hé,gě}		0,123654797	171	ge3/he2	one-tenth of a peck, Chinese musical note/fit/to join						
哈	Ha!		9	263	12	{hā,hǎ,hà}		0,0271183	713	ha1/ha3	laughter/yawn, a Pekinese/a pug						
塔	Pagoda		13	264	12	tǎ		0,015221389	1030	ta3	pagoda/tower						
王	King		4	265	12	{wáng,wàng,yù}		0,074390187	299	wang2	king/Wang (proper name)						
玉	Jade		5	266	12	yù		0,016164522	1001	yu4	jade						
宝	Treasure		8	267	12	bǎo		0,022137008	811	bao3	a jewel or gem/a treasure/precious						
球	Ball		11	268	12	qiú		0,033029288	628	qiu2	ball/sphere						
现	Present		8	269	12	xiàn		0,224264077	70	xian4	appear/present/now/existing/current						
玩	Play		8	270	12	{wán,wàn}		0,01397542	1072	wan2/wan4	curios/antiques/to play/to amuse oneself, curios/antiques						
狂	Crazy		7	271	12	{kuáng,jué}		0,012536691	1147	kuang2	conceited/mad						
皇	Emperor		9	272	12	{huáng,wǎng}		0,02467649	759	huang2	(surname)/emperor						
煌	Resplendent		13	273	12	huáng		0,002584959	2276	huang2	brilliant						
呈	Submit		7	274	12	chéng		0,006494439	1563	cheng2	to assume (a form)/to submit/to petition/to show/to present/to offer						
全	Whole		6	275	12	quán		0,157747629	124	quan2	all/whole/entire/every/complete						
理	Logic		11	276	12	lǐ		0,205725444	89	li3	reason/logic/science/inner principle or structure						
主	Lord		5	277	12	zhǔ		0,206555401	87	zhu3	to own/to host/master/lord/primary						
注	Pour		8	278	12	{zhù,zhòu}		0,042825467	492	zhu4	to inject/to pour into/to concentrate/to pay attention/to note/to comment on/to record/to register/to annotate, annotate						
金	Gold		8	279	12	{jīn,jìn}		0,086774425	260	jin1	metal/money/gold						
钟	Bell		9	280	12	zhōng		0,019002189	905	zhong1	clock/time as measured in hours and minutes/bell						
铜	Copper		11	281	12	tóng		0,004866049	1772	tong2	copper						
钓	Go fishin’		8	282	12	diào		0,002487287	2305	diao4	to fish with a hook and bait						
针	Needle		7	283	12	zhēn		0,013118074	1116	zhen1	injection/needle/pin, needle						
钉	Nail		7	284	12	{dīng,dìng}		0,002614416	2267	ding1/ding4	nail						
铭	Inscription		11	285	12	míng		0,003387527	2061	ming2	inscribed motto						
镇	At ease		15	286	12	zhèn		0,016108193	1002	zhen4	composed/small town/to suppress/to press down/to post						
伞	umbrella	傘		1598	12	Sǎn			2202	san3	umbrella/parasol						
舍	abode	舍		1599	12	She			1344	she3/she4	give up/abandon, residence						
啥	wha?	啥		1600	12	Shà			2082	sha2	(dialect) what						
洽	in agreement	洽		1601	12	Qià			3039	qia4	accord/make contact						
旺	thriving	旺		1602	12	Wàng			2198	wang4	prosperous/flourishing/to prosper/to flourish						
碧	green jade	碧		1603	12	Bì			2165	bi4	green jade/bluish green/blue/jade						
琐	trivial	瑣		1604	12	Suǒ			2834	suo3	fragmentary/trifling						
汪	tearful	汪		1605	12	Wāng			1876	wang1	(surname)/expanse of water/ooze						
枉	crooked	枉		1606	12	Wǎng			2918	wang3	in the wrong/in vain						
珠	pearl	珠		1607	12	Zhū			1286	zhu1	bead/pearl						
噩	shocking	噩		1608	12	È			3408	e4	startling						
栓	plug	栓		1609	12	Shuān			2938	shuan1	bottle stopper/wooden pin/plug						
柱	pillar	柱		1610	12	Zhù			1691	zhu4	pillar						
钥	key	鑰		1611	12	Yào			2481	yao4/yue4	key, key						
钻	drill	鑽		1612	12	Zuān			1724	zuan1/zuan4	enter (a hole)/probe, an auger/diamond						
钞	paper money	鈔		1613	12	Chāo			2647	chao1	money/paper money						
锁	lock	鎖		1614	12	Suǒ			1558	suo3	to lock up/to lock						
销	put up for sale	銷		1615	12	Xiāo			904	xiao1	to melt/to do away with/to sell						
锣	gong	鑼		1616	12	Luó			3162	luo2	gong						
道	Way		13	287	13	{dào,dǎo}		0,276322427	52	dao4	direction/way/method/road/path/principle/truth/reason/skill/method/Tao (of Taoism)/a measure word/to say/to speak/to talk						
达	Reach		7	288	13	{dá,tì,tà}		0,076436139	289	da2	attain/pass through/achieve/reach/realize/clear/inform/notify/dignity						
远	Distant		8	289	13	{yuǎn,yuàn}		0,057081502	386	yuan3	far/distant/remote						
适	Suitable		10	290	13	{shì,guā,kuò}		0,030452598	663	shi4	to fit/to suit						
过	Cross		7	291	13	{guò,guō}		0,304864471	46	guo4	(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/(surname)/excessively/too-						
迈	Stride		7	292	13	mài		0,005391102	1698	mai4	take a step						
迅	Speedy		7	293	13	xùn		0,013602302	1090	xun4	rapid						
造	Create		11	294	13	{zào,cào,cāo}		0,062270542	354	zao4	to make/to build/to invent/to manufacture						
逃	Escape		10	295	13	táo		0,016262195	996	tao2	to escape/to run away/to flee						
巡	Patrol		7	296	13	xún		0,006641723	1544	xun2	to patrol/to make one's rounds						
选	Choose		10	297	13	{xuǎn,suàn}		0,04263374	499	xuan3	to choose/to pick/to select/to elect						
逊	Modest		10	298	13	xùn		0,005397304	1697	xun4	to yield						
逛	Stroll		11	299	13	{guàng,kuáng}		0,001588598	2642	guang4	to stroll/to visit						
车	Car		4	300	13	{chē,jū}		0,061406477	361	che1/ju1	car/a vehicle/machine/to shape with a lathe, vehicle on land						
连	One after another		8	301	13	lián		0,055199887	399	lian2	(surname)/even/as/join/to link/successively						
莲	Lotus		13	302	13	lián		0,004470191	1837	lian2	lotus						
前	In front		9	303	13	qián		0,197117871	93	qian2	before/in front/ago/former/previous/earlier/front						
剪	Shears		11	304	13	jiǎn		0,002751364	2227	jian3	cut with scissors/scissors						
输	Transport		13	305	13	shū		0,017926243	939	shu1	to transport/to lose						
逾	Exceed		13	306	13	{yú,dòu}		0,001648028	2610	yu2	exceed/jump over, to exceed/to go beyond/to jump over						
条	Strip		7	307	13	tiáo		0,098850661	214	tiao2	measure word for long, thin things (i.e. ribbon, river, etc.)/a strip/item/article						
处	Location		5	308	13	{chù,chǔ}		0,100378794	206	chu3/chu4	to reside/to live/to dwell/to be in/to stay/get along with/to be in a position of/deal with, a place/location/spot/point/office/department/bureau/respect						
各	Each		6	309	13	gè		0,099964333	209	ge4	each/every						
格	Pattern		10	310	13	{gé,gē}		0,069241973	325	ge2	frame/rule						
略	Abbreviation		11	311	13	lǜe		0,027424754	704	lue4	plan/strategy/outline/summary/slightly/rather/to rob/to plunder/to summarize						
客	Guest		9	312	13	kè		0,035713987	583	ke4	customer/visitor/guest						
额	Forehead		15	313	13	é		0,017996009	936	e2	volume/amount/quantity/forehead/quota						
夏	Summer		10	314	13	{xià,jiǎ}		0,012861748	1126	xia4	summer/Xia (proper name)						
洛	L.A.		9	315	13	luò		0,016759859	978	luo4	(surname)/name of a river						
落	Fall		15	316	13	{luò,là,lào,luō}		0,04270764	496	la4/luo4	leave behind, alight/to fall/to drop (behind)						
备	Prepare		8	317	13	bèi		0,055354923	397	bei4	to prepare/get ready/to provide or equip						
迫	compel	迫		1617	13	Pò			1006	po4	to force/to compel/pressing/urgent						
迁	resituate	遷		1618	13	Qiān			1630	qian1	to move/to shift						
逼	press	逼		1619	13	Bī			1559	bi1	close to/compel, force/compel/drive/press for/extort/press on towards/press up to/close in on/close						
辽	far away	遼		1620	13	Liáo			2086	liao2	Liaoning/name of a dynasty						
逻	make the rounds	邏		1621	13	Luó			1591	luo2	logic/patrol						
逞	flaunt	逞		1622	13	Chěng			3175	cheng3	please oneself/presume on/boast						
轨	rails	軌		1623	13	Guǐ			1883	gui3	course/path/track/rail						
轧	flatten	軋		1624	13	Yà			3269	ya4/zha2	crush/in the first place						
辐	spokes	輻		1625	13	Fú			2428	fu2	spoke of a wheel						
链	chain	鍊		1626	13	Liàn			2099	lian4	chain/lead or tin ore						
煎	saute	煎		1627	13	Jiān			2893	jian1	pan-fry						
喻	figure of speech	喻		1628	13	Yù			2273	yu4	allegory						
榆	elm	榆		1629	13	Yú			3272	yu2	elm						
胳	upper limb	胳		1630	13	Gē			2490	ge1	armpit						
厦	skyscraper	廈		1631	13	Shà			2264	sha4/xia4	tall building, tall building						
冗	Superfluous		4	318	14	rǒng		0,000445986	3642	rong3	extraneous						
沉	Profound		7	319	14	chén		0,025204645	747	chen2	submerge/immerse/sink/deep/profound/to lower/to drop						
军	Army		6	320	14	jūn		0,187348048	102	38869	army/military/arms						
辉	Radiance		15	321	14	huī		0,005952331	1623	hui1	bright/glorious						
冠	Crown		9	322	14	{guān,guàn}		0,005279994	1713	guan1/guan4	hat/crown/crest/cap, to head						
坑	Pit		7	323	14	kēng		0,002699169	2242	keng1	pit/to defraud						
亩	Chinese acre		7	324	14	mǔ		0,002294009	2360	mu3	about 1/6 acre (M)						
高	Tall		10	325	14	{gāo,gào}		0,151698142	134	gao1	high/tall						
享	Enjoy		8	326	14	xiǎng		0,010764634	1227	xiang3	enjoy						
熟	Ripe		15	327	14	{shú,shóu}		0,015126818	1035	shu2	familiar/skilled/ripe/done/ripe/cooked						
亭	Pavilion		9	328	14	tíng		0,003638684	2002	ting2	pavilion						
亮	Shiny		9	329	14	liàng		0,021196459	840	liang4	light/bright						
京	Capital		8	330	14	jīng		0,036818357	566	jing1	capital/Beijing (abbrev.)						
景	Scenery		12	331	14	{jǐng,yǐng}		0,022086363	814	jing3	bright/circumstance/scenery						
就	At once		12	332	14	jiù		0,398497152	27	jiu4	at once/then/right away/only/(emphasis)/to approach/to move towards/to undertake						
周	Circumference		8	333	14	zhōu		0,04308231	490	zhou1	(surname)/complete/encircle/circuit/lap/week/cycle/all/every/attentive/thoughtful, bestow alms, cycle/week						
士	Soldier		3	334	14	shì		0,059794107	372	shi4	scholar/warrior/knight						
吉	Lucky		6	335	14	jí		0,020713265	856	ji2	lucky						
壮	Robust		6	336	14	zhuàng		0,007829812	1432	zhuang4	to strengthen/strong/robust						
牵	lead along	牽		1632	14	Qiān			1679	qian1	lead along						
浑	muddled	渾		1633	14	Hún			1991	hun2	muddy						
炕	brick-heated bed	炕		1635	14	Kàng			2975	kang4	kang (a heatable brick bed)						
膏	ointment	膏		1636	14	Gāo			2673	gao1	ointment/paste						
淳	honest	淳		1637	14	Chún			3147	chun2	genuine/pure/honest						
亨	go smoothly	亨		1638	14	Hēng			2146	heng1	prosperous						
哼	hum	哼		1639	14	Hēng			1966	heng1/hng	hum, (interj. of contempt)						
鲸	whale	鯨		1640	14	Jīng			2618	jing1	whale						
壳	shell	殼		1641	14	Ké			1937	ke2/qiao4	shell, shell						
洁	spotless	潔		1642	14	Jié			1531	jie2	clean						
学	Study		8	337	15	xué		0,239923183	66	xue2	learn/study/science/-ology						
觉	Senses		9	338	15	{jué,jiào}		0,068236826	327	jiao4/jue2	a nap/a sleep, feel/find that/thinking/awake/aware						
攻	Attack		7	339	15	gōng		0,035527428	588	gong1	to attack/to accuse/to study						
敌	Enemy		10	340	15	dí		0,040629647	523	di2	enemy/match						
败	Fail		8	341	15	bài		0,020478645	862	bai4	be defeated/to defeat/loss						
故	Deliberately		9	342	15	{gù,gǔ}		0,036209584	572	gu4	happening/instance/reason/cause/deceased/old						
救	Rescue		11	343	15	jiù		0,020063666	872	jiu4	to save/to assist/to rescue						
敬	Revere		13	344	15	jìng		0,011186331	1209	jing4	to respect/to venerate/to salute/to offer						
敞	Spacious		12	345	15	chǎng		0,001678518	2592	chang3	spacious/uncovered				范	fan4	pattern/model/example/(surname)
言	Say		7	346	15	{yán,yàn,yín}		0,062173386	355	yan2	to speak/to say/talk/word						
警	Police		20	347	15	jǐng		0,028520855	687	jing3	to alert/to warn						
计	Plan		4	348	15	jì		0,088860687	251	ji4	to calculate/to compute/to count/reckon/ruse/to plan						
让	Yield		5	349	15	ràng		0,06493922	339	rang4	to ask/to let/permit/have (someone do something)/to yield/to allow						
狱	Prison		9	350	15	yù		0,006142508	1597	yu4	prison						
讨	Condemn		5	351	15	tǎo		0,021558726	833	tao3	ask for/send punitive expedition/to demand/to marry						
训	Instructions		5	352	15	xùn		0,01545756	1022	xun4	example/pattern/to teach/to train/instruction						
识	Knowledge		7	353	15	{shì,shí,zhì}		0,064711835	340	shi2/zhi4	to know/knowledge, to record/write a footnote						
话	Talk		8	354	15	huà		0,124063057	170	hua4	dialect/language/spoken words/speech/talk/words/conversation/what someone said						
诗	Poem		8	355	15	shī		0,018998055	906	shi1	poem/poetry/verse						
语	Language		9	356	15	{yǔ,yù}		0,042792393	493	yu3/yu4	dialect/language/speech, tell to						
调	Tune		10	357	15	{diào,tiào,tiáo,zhōu}		0,054975086	400	diao4/tiao2	mode (music)/to move (troops)/tune/tone/melody/to transfer, harmonize/reconcile/blend/suit well/provoke/incite						
谈	Discuss		10	358	15	tán		0,044489516	474	tan2	to speak/to talk/to converse/to chat/to discuss/(surname)						
枚	small objects	枚		1643	15	Méi			1884	mei2	M for small objects						
牧	herd	牧		1644	15	Mù			1580	mu4	shepherd						
玫	rose	玫		1645	15	Méi			2303	mei2	rose						
敦	candid	敦		1646	15	Dūn			1722	dun1	kind-hearted, kind-hearted/place name						
墩	mound	墩		1647	15	Dūn			3553	dun1	block/gate pillar/pier						
瞻	look upward	瞻		1648	15	Zhān			2960	zhan1	gaze/view						
谓	meaning	謂		1649	15	Wèi			945	wei4	speak of						
询	inquire	詢		1650	15	Xún			1617	xun2	inquire						
讥	deride	譏		1651	15	Jī			2922	ji1	ridicule						
罚	penalize	罰		1652	15	Fá			1215	fa2	to punish/to penalize						
订	place an order	訂		1653	15	Dìng			1176	ding4	to agree/to conclude/to draw up/to subscribe to (a newspaper, etc.)/to order						
谅	forgive	諒		1654	15	Liàng			2120	liang4	forgive						
诺	promise	諾		1655	15	Nuò			969	nuo4	to promise/to yes						
讯	interrogate	訊		1656	15	Xùn			1238	xun4	to question/to ask/to interrogate/rapid/speedy/fast/news/information						
式	Style		6	359	16	shì		0,07353439	303	shi4	type/form/pattern/style						
试	Test		8	360	16	shì		0,031995201	643	shi4	to test/to try/experiment/examination/test						
戈	Halberd		4	361	16	gē		0,005403505	1695	ge1	(surname)/spear						
战	War		9	362	16	zhàn		0,144067293	145	zhan4	to fight/fight/war/battle						
划	Scratch		6	363	16	{huá,huà}		0,040644117	522	hua2/hua4	to row, to delimit/to transfer/to assign/to differentiate/to mark off/to draw (a line)/to delete/stroke of a Chinese character						
